Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
17,7,2015,24782,1,1,0,20.85,1197,83.14,5.0,6.21
21,3,2014,47303,1,0,0,19.34,1198,76,5.0,5.21
1,4,2008,71000,1,0,0,8.3,4134,250,7.0,11.99
17,10,2010,135000,0,1,0,17.8,1248,75,5.0,3.1
25,6,2017,1000,0,1,0,13.49,2179,138.03,5.0,7.5
27,8,2016,29000,0,1,0,20.14,1498,88.8,5.0,4.0
9,7,2016,36367,1,1,0,17.8,1497,117.3,5.0,7.73
9,1,2015,38000,1,1,0,17.4,1497,117.3,5.0,7.8
17,5,2011,83969,1,1,0,16.1,796,37,4.0,1.3
27,6,2014,82621,0,1,0,20.14,1498,88.8,5.0,4.42
4,10,2009,89000,0,0,0,12.5,1991,147.9,7.0,4.0
16,8,2016,54000,0,1,0,16.0,2179,140,7.0,13.0
9,7,2015,61691,0,1,0,25.8,1498,98.6,5.0,5.38
10,2,2011,32200,1,1,2,17.0,1197,80,5.0,3.25
17,6,2016,68630,1,0,0,20.51,998,67,5.0,3.87
27,9,2014,61000,0,0,2,16.96,1968,138.03,5.0,8.25
17,9,2018,32644,1,1,0,20.73,1373,91.1,5.0,9.28
16,4,2012,85000,0,0,0,11.79,2179,120,7.0,6.25
4,9,2008,75000,1,1,2,15.26,1150,74.9,5.0,1.15
17,7,2016,40347,1,1,0,20.73,1373,91.2,5.0,7.8
10,5,2012,60788,0,1,0,23.0,1396,90,5.0,4.5
9,7,2018,18664,1,1,0,18.7,1199,88.7,5.0,7.56
16,3,2017,57847,0,1,0,16.0,2179,140,7.0,16.08
10,1,2012,52237,1,1,0,17.0,1197,80,5.0,4.5
10,2,2012,128000,0,1,0,22.32,1582,126.32,5.0,5.0
10,4,2011,54000,1,1,0,19.81,1086,68.05,5.0,2.2
17,1,2014,49800,1,0,0,23.1,998,67.04,5.0,4.0
24,8,2012,98000,0,1,0,20.86,1199,73.9,5.0,2.51
17,4,2015,60095,0,1,0,25.2,1248,74,5.0,4.75
10,10,2008,68000,1,1,2,16.0,1086,66.7,5.0,2.0
10,6,2010,81402,1,1,2,20.36,1197,78.9,5.0,2.1
8,9,2013,38000,1,0,0,16.5,1499,110,5.0,6.25
18,7,2011,92239,0,0,2,11.5,2987,210,5.0,10.6
17,0,2017,49224,0,1,0,25.2,1248,74,5.0,6.0
17,6,2004,12000,1,1,2,16.1,796,37,4.0,0.45
17,10,2010,54898,1,1,3,16.1,1298,88.2,5.0,2.5
10,9,2018,2500,1,1,0,15.29,1591,121.3,5.0,12.75
2,7,2017,32838,0,0,0,17.05,1995,190,5.0,30.29
8,5,2006,27076,1,1,0,13.8,1299,70,5.0,1.6
8,7,2017,75445,0,1,0,22.7,1498,89.84,5.0,7.54
17,7,2015,46601,1,1,0,20.73,1373,91.1,5.0,6.84
27,8,2012,72000,0,0,0,18.33,1968,167.7,5.0,6.0
9,10,2017,27000,0,1,0,27.3,1498,98.6,5.0,8.0
1,3,2016,68193,0,0,0,17.11,1968,174.33,5.0,24.74
10,7,2017,34429,0,1,0,24.0,1120,70,5.0,5.5
18,4,2013,46000,0,0,0,12.0,2987,224,7.0,36.0
26,3,2013,80544,0,1,0,12.99,2494,100.6,7.0,11.79
21,6,2011,42000,1,1,2,16.95,1498,97.7,5.0,3.0
24,1,2011,94821,0,0,2,20.0,1968,138.1,5.0,6.75
4,6,2006,100000,1,1,0,14.49,1399,92.7,5.0,1.4
9,9,2014,57000,0,1,0,24.2,1498,98.6,7.0,5.75
17,5,2010,79894,0,1,0,21.1,1248,73.9,5.0,3.4
27,3,2011,44748,1,1,2,16.47,1198,73.9,5.0,4.89
21,9,2013,31000,1,1,0,13.24,1598,102.5,5.0,4.95
17,3,2013,60587,1,0,2,16.98,998,66.1,5.0,3.49
9,10,2014,43772,1,1,0,17.0,1497,118,5.0,6.35
10,3,2017,23576,1,0,0,18.9,1197,82,5.0,7.08
12,5,2017,4000,0,0,0,13.6,1999,177,5.0,38.0
16,8,2012,62000,0,1,0,12.05,2179,120,8.0,6.25
18,9,2011,36000,1,0,0,11.74,1796,186,5.0,10.15
24,4,2014,80000,1,0,0,13.7,1798,157.75,5.0,10.75
4,10,2012,137008,0,0,0,18.1,1991,147.9,4.0,4.65
16,4,2010,61001,0,1,0,12.05,2179,120,8.0,4.75
10,3,2015,52191,1,1,0,17.1,1591,121.3,5.0,7.78
10,5,2016,77076,0,1,0,23.0,1396,90,5.0,6.75
9,5,2008,56000,1,0,0,16.4,1497,78,5.0,2.99
10,8,2013,21000,1,1,0,20.36,1197,78.9,5.0,2.35
9,4,2013,89429,0,1,0,25.8,1498,98.6,5.0,3.65
17,4,2012,45631,1,1,2,22.5,998,67.04,5.0,2.74
9,6,2013,53959,1,1,0,19.4,1198,86.8,5.0,3.5
10,7,2014,55804,1,1,0,17.0,1197,80,5.0,4.76
27,7,2016,25899,1,1,0,15.04,1598,103.2,5.0,6.2
24,10,2008,82000,0,1,2,18.7,1896,66,5.0,2.35
18,9,2014,52000,0,0,0,13.0,2143,204,5.0,24.5
23,10,2013,20000,1,1,0,13.24,1598,102.57,5.0,6.0
10,5,2017,31829,1,1,0,21.1,814,55.2,5.0,3.65
17,3,2016,18094,1,1,2,18.6,1197,85.8,5.0,6.26
1,9,2015,11964,0,0,0,13.22,2967,241.4,5.0,32.95
10,3,2018,22684,1,1,0,18.6,1197,81.83,5.0,7.8
9,1,2014,43521,1,1,0,19.4,1198,86.8,5.0,4.25
17,7,2014,49386,1,1,0,17.5,1298,85.8,5.0,4.86
10,4,2017,12248,1,1,0,18.9,1197,81.86,5.0,4.9
16,3,2014,67771,0,1,0,11.68,2498,112,8.0,7.06
27,4,2015,60007,1,0,0,17.21,1798,189,4.0,4.5
17,3,2011,48624,1,1,0,24.07,998,67.1,5.0,3.22
27,8,2014,30000,0,1,0,22.07,1199,73.9,5.0,3.25
10,4,2016,81605,1,1,0,18.9,1197,82,5.0,4.53
18,3,2017,32642,0,0,0,14.84,2143,170,5.0,34.78
10,10,2014,34200,1,0,0,15.74,1591,121.3,5.0,6.5
6,2,2010,72204,1,1,0,15.7,1172,67,5.0,2.25
26,10,2011,156347,0,1,2,12.99,2494,100,8.0,8.0
16,7,2017,47357,0,0,0,18.49,1493,100,7.0,8.37
27,3,2015,61738,0,1,0,20.14,1498,88.8,5.0,5.39
2,7,2018,32586,0,0,0,22.48,1995,190,5.0,37.3
18,3,2018,40129,0,0,0,11.57,2987,254.79,5.0,70.8
18,9,2012,51000,0,0,0,11.74,2987,254.8,5.0,22.25
10,7,2018,10393,1,1,0,18.9,1197,81.86,5.0,6.03
24,9,2011,46000,1,0,0,13.7,1798,157.75,5.0,4.9
10,2,2013,21000,1,0,0,16.95,1197,78.9,5.0,3.96
10,5,2011,113562,0,1,0,23.0,1396,90,5.0,4.6
16,9,2011,100010,0,1,2,12.05,2179,120,8.0,5.5
9,9,2013,63107,1,1,0,19.4,1198,86.8,5.0,3.25
10,6,2017,58500,1,1,0,18.6,1197,81.83,5.0,6.25
8,10,2007,90000,0,1,1,10.9,2499,143,7.0,3.0
10,2,2011,108242,0,1,0,16.8,1493,110,5.0,4.25
26,10,2011,146300,0,1,0,11.5,2982,171,7.0,12.25
2,10,2011,62943,0,0,2,17.05,1995,184,5.0,10.95
26,4,2013,65000,0,0,0,12.55,2982,168.5,7.0,16.5
9,10,2018,1700,1,0,0,19.0,1199,88.76,5.0,7.8
10,7,2013,34697,1,1,0,19.81,1086,68.05,5.0,3.7
10,5,2012,58000,1,1,0,17.0,1197,80,5.0,4.0
2,9,2015,32500,0,0,0,19.59,1995,187.74,5.0,26.75
1,3,2016,58661,0,0,0,15.17,1968,181,5.0,28.03
17,7,2017,37124,1,1,0,20.4,1197,81.80,5.0,5.44
17,4,2017,44000,1,0,0,21.4,1197,83.1,5.0,6.2
10,8,2005,45200,1,1,0,13.2,1495,94,5.0,0.9
17,9,2016,11000,1,1,0,18.5,1197,85.80,5.0,3.95
25,10,2011,65000,1,1,2,26.0,624,35,4.0,0.44
8,0,2012,55005,0,1,0,20.0,1399,68,5.0,2.75
27,5,2011,81650,0,0,0,18.33,1968,167.7,5.0,7.5
6,2,2010,160000,0,1,2,19.0,1248,93,5.0,2.5
16,5,2015,169000,0,1,0,14.95,2489,93.7,7.0,5.0
17,5,2013,67263,1,1,0,18.9,998,67.1,5.0,3.6
26,7,2012,44223,1,1,0,17.6,1496,88.7,5.0,3.99
10,3,2015,36840,1,1,0,18.9,1197,82,5.0,5.64
26,10,2014,160000,0,1,0,12.99,2494,100,8.0,12.0
25,8,2008,133000,0,1,0,16.8,1405,62,5.0,0.7
2,9,2015,69123,0,0,0,18.88,1995,184,5.0,19.0
8,4,2017,38000,0,0,0,10.91,3198,197,7.0,30.48
17,9,2017,5500,1,1,0,21.56,1462,103.25,5.0,8.2
8,8,2015,1001,0,1,0,25.83,1498,99,5.0,7.55
4,10,2007,59000,1,1,3,15.26,1150,74.9,5.0,0.99
9,4,2011,78256,1,0,0,16.8,1497,118,5.0,4.15
21,2,2016,90000,1,1,0,16.95,1498,97.6,5.0,6.2
17,8,2016,18000,1,1,0,19.1,1197,85.8,5.0,4.4
8,8,2012,60000,0,1,0,20.0,1399,68,5.0,2.1
6,6,2011,130000,0,1,0,20.3,1248,75,5.0,2.2
10,3,2018,32851,1,1,0,18.6,1197,81.86,5.0,8.34
17,8,2014,32000,0,1,0,23.4,1248,74,5.0,4.35
8,5,2014,62700,0,1,0,22.7,1498,89.84,5.0,6.8
17,6,2010,71000,0,1,0,19.3,1248,73.9,5.0,3.3
10,7,2016,19947,1,1,0,18.9,1197,82,5.0,5.04
8,5,2012,91000,0,0,0,11.4,2953,153.86,7.0,9.2
27,5,2014,74000,0,1,0,22.07,1199,73.9,5.0,5.7
16,7,2018,55594,0,1,0,18.49,1493,100,7.0,8.48
2,5,2013,58000,0,0,0,11.2,2993,306,4.0,48.0
23,5,2012,110224,0,1,0,19.01,1461,108.45,5.0,6.1
17,0,2010,21002,1,1,0,22.5,998,67.04,5.0,2.75
17,10,2017,121000,0,1,0,24.52,1248,88.5,7.0,8.0
17,6,2010,73513,1,1,0,19.7,796,46.3,5.0,1.85
17,6,2015,34000,1,0,0,20.51,998,67,5.0,3.85
17,3,2017,28371,1,1,0,15.1,1196,73,7.0,4.74
23,7,2013,74755,0,1,0,19.6,1461,108.45,5.0,5.63
17,7,2011,25805,1,1,0,18.2,1061,64,5.0,2.62
23,7,2015,82603,1,1,0,13.06,1598,102.53,5.0,4.9
9,2,2006,110000,1,1,0,13.5,1799,130,5.0,2.65
16,4,2012,88000,0,1,0,16.0,2179,140,7.0,5.99
16,2,2011,110000,0,1,2,21.0,1461,64.1,5.0,2.4
23,4,2017,15000,1,1,0,21.7,999,67,5.0,4.25
22,9,2013,70000,0,0,0,15.15,2967,240,5.0,40.0
17,10,2008,150000,0,1,2,28.4,1248,74,5.0,2.7
5,5,2016,19000,1,1,0,20.63,1198,67,5.0,2.99
10,2,2011,37442,1,1,0,18.5,1197,80,5.0,3.4
2,3,2016,63111,0,0,2,18.12,1995,190,5.0,30.8
17,9,2012,88000,0,1,0,20.77,1248,88.8,7.0,5.85
10,6,2014,42355,1,1,0,18.9,1197,82,5.0,4.0
2,3,2011,75871,1,0,0,9.43,2996,254,5.0,14.12
4,9,2011,65000,0,1,0,17.9,1998,163.7,5.0,4.55
18,10,2015,69000,0,0,0,0.0,2987,165,5.0,38.0
17,6,2011,79232,0,1,0,21.1,1248,73.9,5.0,2.9
18,10,2007,220000,1,0,2,11.74,1796,186,5.0,6.0
10,7,2016,28470,1,1,0,18.6,1197,81.83,5.0,6.95
10,8,2014,9759,1,1,0,20.3,998,68.05,5.0,2.75
17,10,2014,75216,0,1,0,22.9,1248,74,5.0,5.1
10,2,2017,8000,1,1,0,18.6,1197,81.83,5.0,6.75
17,9,2014,59451,1,1,0,18.5,1197,85.80,5.0,3.69
17,5,2013,53996,0,1,0,22.9,1248,74,5.0,5.45
9,7,2018,15135,1,1,0,17.5,1199,88.7,5.0,9.29
10,2,2015,53000,1,0,2,16.9,1197,81.86,5.0,4.0
9,8,2013,40000,1,1,0,18.0,1198,86.7,5.0,2.9
10,10,2013,21107,1,1,0,17.1,1591,121.3,5.0,5.25
9,9,2014,56000,1,1,0,16.8,1497,116.3,5.0,5.75
10,3,2017,19623,1,1,0,15.29,1591,121.3,5.0,13.12
16,7,2014,70963,0,1,0,15.1,2179,140,7.0,7.83
26,9,2013,51450,0,1,0,12.8,2494,102,7.0,10.4
17,10,2012,75000,0,1,0,22.9,1248,74,5.0,4.35
17,3,2017,37832,1,0,0,22.5,998,67,5.0,5.23
10,3,2016,43041,1,1,0,18.9,1197,81.86,5.0,6.01
9,5,2014,97236,0,1,0,25.8,1498,98.6,5.0,4.4
2,2,2010,83000,0,0,0,16.07,1995,181,5.0,12.75
8,4,2011,65000,1,1,0,15.6,1196,70,5.0,2.4
27,7,2018,46007,1,1,0,17.0,1198,73.75,5.0,5.71
8,7,2015,65925,0,1,2,22.7,1498,89.84,5.0,5.49
9,10,2004,73500,1,1,2,13.0,1343,90,5.0,1.3
16,8,2014,55000,0,1,0,16.0,2179,140,7.0,8.5
26,4,2012,115000,0,1,0,13.0,2982,168.5,7.0,12.99
10,8,2017,31184,1,1,0,18.9,1197,81.86,5.0,5.0
17,10,2017,41747,0,0,0,28.4,1248,73.75,5.0,9.0
17,7,2016,38143,0,1,0,22.9,1248,74,5.0,5.22
27,10,2012,19030,1,1,0,16.47,1198,73.9,5.0,3.8
26,3,2019,20877,1,1,0,18.16,1197,78.9,5.0,7.27
17,9,2016,23555,1,1,0,22.0,1197,81.80,5.0,5.1
18,1,2013,29000,0,0,0,14.21,2143,203,5.0,29.0
17,10,2013,61000,1,1,0,18.9,998,67.1,5.0,2.9
25,7,2012,4187,1,1,0,26.0,624,35,4.0,1.38
24,1,2011,46000,1,1,0,13.4,1798,157.8,5.0,5.5
27,9,2016,28000,1,0,0,17.21,1197,103.5,5.0,7.25
10,3,2014,83558,0,1,0,22.32,1582,126.32,5.0,6.98
25,5,2017,40000,0,1,0,22.95,1248,74,5.0,5.25
10,8,2013,36000,1,1,0,21.1,814,55.2,5.0,1.95
1,1,2014,21000,0,0,0,17.11,1968,174.33,5.0,24.5
26,7,2013,62162,0,1,0,12.99,2494,100,7.0,8.31
18,5,2012,83000,0,0,0,11.74,2987,254.8,5.0,36.0
10,10,2015,58000,0,1,0,24.4,1120,71,5.0,5.5
9,7,2011,62332,1,0,0,11.7,2354,177.6,5.0,5.89
27,7,2016,50867,0,1,0,20.34,1498,103.2,5.0,7.95
10,9,2010,73000,1,1,0,17.0,1197,80,5.0,2.75
10,6,2012,98008,0,1,0,22.7,1582,126.24,5.0,6.25
8,5,2015,36000,0,1,0,20.0,1399,68.05,5.0,4.95
10,7,2019,27339,1,1,0,18.6,1197,81.83,5.0,6.27
10,8,2017,25000,0,1,0,23.9,1582,126.2,5.0,8.65
10,8,2014,37000,1,1,0,18.9,1197,82,5.0,3.5
1,5,2015,56000,0,0,0,14.16,1968,174.3,5.0,35.0
17,8,2015,27000,1,1,0,17.5,1298,85.8,5.0,4.45
10,8,2012,37000,1,1,0,18.5,1197,80,5.0,2.65
16,8,2017,10500,0,1,0,25.32,1198,77,5.0,4.7
10,0,2014,49000,0,0,0,18.23,1582,126.2,5.0,8.9
13,9,2017,7000,0,1,0,17.1,1956,170,5.0,17.45
17,3,2017,71256,0,1,0,24.3,1248,88.5,5.0,9.58
26,7,2012,83184,1,1,0,14.28,1798,138.03,5.0,6.22
16,8,2013,87284,0,1,0,15.1,2179,140,7.0,7.8
2,9,2016,7000,0,0,0,20.68,1995,190,5.0,27.75
10,10,2015,29000,0,1,2,22.54,1396,88.73,5.0,7.0
18,3,2017,33552,0,0,0,11.57,2987,254.79,5.0,64.87
4,1,2013,64000,0,1,2,17.3,1998,163.7,5.0,6.5
10,6,2011,82000,1,1,2,18.5,1197,80,5.0,2.7
9,9,2012,70000,1,1,2,19.4,1198,86.8,5.0,2.5
21,5,2013,166194,0,1,0,19.3,1461,84.8,7.0,3.9
27,4,2015,58000,1,1,0,16.47,1198,73.9,5.0,3.95
10,2,2010,77000,1,1,2,20.36,1197,78.9,5.0,2.1
4,10,2009,73204,0,0,3,18.1,1991,147.9,4.0,3.5
10,5,2007,70000,1,1,2,19.81,1086,68.05,5.0,2.0
17,4,2014,79870,0,1,0,20.77,1248,88.76,7.0,5.35
9,4,2013,90000,0,1,0,25.8,1498,98.6,5.0,3.8
18,9,2016,17000,1,0,0,15.5,1595,122,5.0,17.25
10,7,2018,46493,1,1,0,18.9,1197,81.86,5.0,5.53
10,10,2009,68000,1,1,3,20.36,1197,78.9,5.0,1.95
17,5,2017,2000,0,1,0,28.4,1248,74,5.0,8.2
9,10,1999,140000,1,1,0,13.0,1343,90,5.0,0.9
26,10,2013,255000,0,1,3,12.99,2494,100.6,7.0,6.5
19,3,2014,45535,0,0,0,23.8,1998,112,5.0,19.41
6,3,2016,39228,1,1,0,15.7,1368,112.4,5.0,6.58
4,9,2011,57000,1,1,2,14.49,1399,92.7,5.0,2.1
10,2,2008,85445,1,1,2,19.81,1086,68.05,5.0,2.0
10,4,2015,54000,0,1,0,24.4,1120,71,5.0,3.7
17,9,2014,53000,1,0,0,23.1,998,67.04,5.0,3.8
10,6,2014,60000,1,1,0,20.36,1197,78.9,5.0,3.25
23,3,2015,65668,0,1,0,19.87,1461,83.8,5.0,5.53
2,0,2011,100000,0,0,2,22.69,1995,190,5.0,10.9
10,8,2018,1800,1,1,0,18.9,1197,82,5.0,5.1
4,10,2009,44200,1,1,2,18.0,995,62,5.0,1.6
9,0,2018,14000,1,1,0,17.4,1497,117.3,5.0,11.25
27,2,2013,720000,0,1,0,20.54,1598,103.6,5.0,5.9
26,4,2012,73000,0,0,0,11.5,2982,169,7.0,14.4
9,4,2011,68000,1,1,0,17.0,1497,118,5.0,3.6
2,6,2017,19543,0,0,0,18.12,1995,190,5.0,40.5
1,1,2014,38000,0,0,2,14.16,1968,174.3,5.0,38.95
17,4,2014,32805,0,1,0,23.2,1248,73.94,5.0,3.6
27,7,2016,44782,0,0,0,21.21,1498,103.2,5.0,7.12
9,7,2016,55700,0,1,0,26.0,1498,98.6,5.0,7.52
1,4,2012,60000,0,0,2,15.2,1968,140.8,5.0,10.35
24,5,2014,56000,1,1,0,15.0,1598,103.52,5.0,7.0
26,4,2011,60000,0,1,0,11.5,2982,171,7.0,10.85
4,9,2010,78563,0,1,0,16.52,1991,123.7,5.0,2.35
17,9,2014,34669,1,1,0,15.1,1196,73,7.0,2.9
17,4,2017,17000,1,1,0,20.73,1373,91.1,5.0,7.65
17,4,2016,66000,0,1,0,28.09,1248,88.5,5.0,6.4
26,10,2014,102418,0,1,0,12.99,2494,100.6,7.0,10.1
17,8,2014,48800,1,1,0,19.1,1197,85.8,5.0,4.25
26,7,2019,10601,0,0,0,11.36,2755,171.5,7.0,19.65
25,10,2017,8200,0,1,0,25.0,1396,69,5.0,4.4
10,6,2012,100000,1,1,0,18.5,1197,82.85,5.0,3.25
8,10,2012,78000,0,1,0,17.8,1399,68,5.0,2.8
4,8,2015,50000,0,1,0,18.2,1248,73.74,8.0,4.3
8,2,2006,89327,0,1,3,17.8,1399,68,5.0,1.55
9,2,2007,98000,1,1,2,10.8,2354,152,5.0,4.7
9,7,2017,24700,1,1,0,18.7,1199,88.7,5.0,7.07
18,4,2018,6000,0,0,0,11.0,2987,258,7.0,79.0
10,4,2018,9434,1,1,0,18.9,1197,81.86,5.0,5.75
17,9,2012,29000,1,1,0,18.5,1197,85.80,5.0,3.25
27,3,2017,22440,0,0,0,22.0,1498,108.495,5.0,8.89
9,9,2015,73070,1,1,0,17.4,1497,117.3,5.0,5.9
9,8,2016,21771,1,1,0,18.7,1199,88.7,5.0,4.95
17,4,2014,62000,0,1,0,17.8,1248,75,5.0,3.75
10,7,2017,37024,0,0,0,17.01,1582,126.2,5.0,10.97
1,7,2014,60336,0,0,2,14.4,2967,241.4,5.0,24.94
10,8,2014,26008,1,1,0,21.1,814,55.2,5.0,1.97
8,6,2010,90000,0,1,2,20.0,1399,68,5.0,1.4
27,3,2018,35569,1,1,0,17.0,1198,73.75,5.0,7.27
23,8,2013,40000,0,1,0,21.64,1461,84.8,5.0,4.0
9,8,2015,45000,1,1,0,18.7,1199,88.7,5.0,4.75
10,4,2015,42000,1,1,0,17.0,1197,80,5.0,5.1
1,3,2012,46913,0,0,0,14.94,2967,241.4,5.0,16.11
16,4,2014,62000,0,0,0,11.18,2696,184,7.0,10.55
26,0,2017,15000,0,0,0,12.9,2755,174.5,7.0,30.0
24,8,2002,69000,0,1,0,18.7,1896,66,5.0,1.6
18,5,2012,41367,0,0,0,15.8,2148,170,5.0,18.49
17,7,2018,15982,1,1,0,20.73,1373,91.1,5.0,9.96
17,5,2013,99595,0,1,2,22.9,1248,74,5.0,4.75
26,1,2002,63000,0,1,3,13.1,2446,75,10.0,3.65
2,4,2012,49000,0,0,2,16.73,2495,218,5.0,15.5
20,7,2013,48272,0,1,0,10.5,2835,116.9,6.0,11.82
26,4,2008,63000,1,1,0,13.4,1794,125,5.0,2.05
17,9,2013,11734,1,1,0,16.8,796,34.2,8.0,2.25
1,7,2014,62012,0,0,0,17.68,1968,174.33,5.0,20.12
9,3,2016,45449,0,1,0,27.3,1498,98.6,5.0,7.48
18,9,2004,85000,1,0,2,10.5,1796,157.7,5.0,5.5
1,7,2013,45330,0,0,0,16.55,1968,147.51,5.0,13.19
17,9,2012,88000,1,1,0,19.1,1197,85.8,5.0,3.85
17,4,2016,45376,0,1,0,28.4,1248,73.75,5.0,5.75
16,10,2014,81000,0,1,0,15.1,2179,140,7.0,9.0
4,7,2012,83381,1,1,0,18.6,1199,79.4,5.0,2.21
8,7,2017,78526,0,1,0,23.0,1498,98.96,5.0,8.09
2,3,2017,27313,0,0,0,14.69,2993,258,5.0,48.63
1,3,2015,42747,0,0,2,14.16,1968,174.3,5.0,39.47
2,3,2015,42265,0,0,2,20.68,1995,190,5.0,22.24
10,9,2009,21000,1,0,0,19.2,1197,80,5.0,2.6
10,0,2016,55100,0,0,0,17.01,1582,126.2,5.0,12.0
1,2,2014,70000,0,0,0,17.11,1968,174.33,5.0,18.0
18,9,2007,55000,1,0,3,10.13,3498,364.9,5.0,9.99
10,8,2012,58235,1,1,0,20.36,1197,78.9,5.0,2.45
8,9,2017,26000,0,1,0,23.0,1498,98.96,5.0,8.99
27,8,2011,35000,0,1,0,20.54,1598,103.6,5.0,3.15
17,6,2017,24000,0,1,0,28.4,1248,73.75,5.0,8.2
16,0,2016,98000,0,1,0,15.4,1997,120,7.0,11.5
10,3,2016,44487,0,1,0,22.54,1396,88.73,5.0,7.3
17,2,2008,65000,1,1,0,19.7,796,46.3,5.0,1.59
10,4,2015,34951,1,1,2,20.36,1197,78.9,5.0,3.15
16,8,2015,52373,0,1,2,15.4,2179,120,7.0,8.5
24,5,2010,66285,0,1,0,19.5,1199,75,5.0,3.0
2,9,2012,66000,0,0,0,15.3,2993,258,5.0,21.0
9,5,2016,43000,0,1,0,27.3,1498,98.6,5.0,7.75
18,9,2013,45200,0,0,0,10.0,2148,170,5.0,23.0
16,9,2016,41000,0,0,0,16.0,2179,140,7.0,13.75
9,7,2017,39430,1,0,0,18.0,1497,117.3,5.0,8.29
17,3,2014,83274,0,1,0,22.9,1248,74,5.0,5.79
18,3,2017,32324,0,0,0,14.84,2143,170,5.0,30.5
9,9,2011,49999,1,1,0,17.0,1497,118,5.0,3.8
25,1,2014,66000,0,1,0,15.3,2956,83.8,7.0,4.45
10,4,2012,54000,1,1,0,18.5,1197,82.85,5.0,3.3
6,6,2009,80000,0,1,2,20.4,1248,91.2,5.0,1.75
9,1,2011,72000,1,0,2,12.9,1799,130,5.0,5.5
10,10,2017,44865,0,1,0,19.67,1582,126.2,5.0,13.35
1,4,2017,22000,0,0,2,20.38,1968,143,5.0,22.5
10,4,2013,57478,1,1,2,17.0,1591,121.3,5.0,5.25
10,5,2011,75000,0,1,0,21.9,1396,90,5.0,3.75
9,7,2015,50624,0,1,0,24.2,1498,98.6,7.0,6.32
10,1,2018,75000,0,0,0,22.32,1582,126.32,5.0,7.75
8,2,2006,87000,1,1,2,15.3,1596,101,5.0,1.37
10,9,2010,62000,1,1,0,20.36,1197,78.9,5.0,2.1
17,5,2016,41372,0,1,0,24.3,1248,88.5,5.0,9.3
26,0,2015,70000,0,1,0,12.99,2494,100.6,7.0,12.0
18,10,2017,35000,0,0,0,17.9,2143,136,5.0,23.5
17,5,2006,71993,1,1,0,19.7,796,46.3,5.0,1.8
18,2,2013,62000,0,0,2,14.84,2143,170,5.0,12.5
17,4,2015,51000,0,1,0,22.9,1248,74,5.0,4.74
10,7,2016,26038,1,1,0,18.9,1197,82,5.0,5.43
26,7,2018,37713,0,0,2,12.55,2982,168.5,7.0,31.62
26,8,2011,78088,1,1,0,12.4,1998,132,8.0,6.3
8,7,2017,30453,0,1,0,22.77,1498,98.59,5.0,8.45
8,10,2016,54000,1,1,0,18.16,1196,86.8,5.0,5.0
26,2,2011,190000,0,1,0,11.5,2982,171,7.0,13.0
17,5,2012,65097,1,1,0,19.1,1197,85.8,5.0,4.7
2,3,2018,28060,1,0,0,12.05,2979,320,5.0,93.67
24,10,2012,282000,1,1,0,13.14,1798,160,5.0,3.3
17,6,2009,111000,1,1,2,18.9,1061,67,5.0,1.51
23,7,2013,63295,0,1,0,19.01,1461,108.45,5.0,6.09
17,9,2015,35770,1,1,0,20.73,1373,91.1,5.0,5.95
10,5,2012,125928,0,1,0,22.7,1582,126.24,5.0,9.0
24,8,2015,45000,0,0,0,21.66,1498,103.52,5.0,4.25
18,5,2013,21000,0,0,0,14.84,2143,170,5.0,23.5
9,9,2011,54774,1,0,0,11.7,2354,177.6,5.0,6.35
17,2,2014,41123,1,1,0,23.1,998,67.04,5.0,3.4
2,1,2017,17465,1,0,0,12.05,2979,320,5.0,93.0
2,2,2014,48000,0,0,0,22.69,1995,190,5.0,21.6
27,2,2011,173000,0,1,0,20.54,1598,103.6,5.0,4.0
17,10,2018,12000,0,1,0,23.4,1248,74,5.0,5.5
15,9,2012,34000,0,0,0,12.39,2179,147.51,5.0,19.25
10,5,2012,71360,0,1,0,21.9,1396,90,5.0,3.95
17,9,2012,74000,0,1,2,28.4,1248,73.75,5.0,4.25
13,7,2018,28937,0,1,0,17.1,1956,170,5.0,17.02
17,5,2012,82085,0,1,0,20.77,1248,88.76,7.0,6.5
8,1,2011,68465,1,1,0,15.6,1196,70,5.0,2.95
26,3,2013,63854,0,1,0,21.43,1364,86.79,5.0,7.12
17,2,2018,3000,0,0,0,24.3,1248,88.5,5.0,11.25
9,4,2009,65055,1,1,0,17.0,1497,118,5.0,2.75
16,5,2015,120000,0,1,0,15.4,2179,120,7.0,12.0
10,9,2014,64241,1,1,0,20.14,1197,81.86,5.0,3.67
16,10,2008,2200,1,1,0,15.7,1390,75,5.0,2.3
24,10,2008,88123,0,1,0,18.7,1896,66,5.0,2.2
18,10,2014,79000,0,0,0,12.0,2987,224,7.0,41.0
2,1,2016,28143,0,0,0,20.68,1995,190,5.0,28.5
27,9,2015,23001,1,1,0,15.04,1598,103.2,5.0,5.49
1,0,2013,82002,0,0,2,16.55,1968,147.51,5.0,17.5
8,1,2009,75000,0,1,0,13.8,1399,68,5.0,1.99
10,7,2016,37451,0,1,0,22.32,1582,126.3,5.0,6.64
26,5,2017,67000,0,1,0,13.68,2393,147.8,7.0,16.5
10,10,2016,25000,1,1,0,18.9,1197,82,5.0,5.0
